Age,EstimatedSalary,Gender,IsStudent,DailyInternetUsage,TimeSpentOnApp,Purchased
53,100652,Male,1,164,41.19,1
31,85015,Male,0,250,44.04,1
33,72152,Female,0,255,56.87,1
36,54785,Male,1,273,3.04,1
51,93618,Male,1,290,55.82,1
23,67214,Female,0,180,52.59,1
30,57324,Male,0,35,6.98,1
53,109763,Female,1,40,58.23,1
39,17194,Female,0,169,1.28,1
35,107829,Female,0,192,37.37,1
29,120736,Male,0,212,7.67,1
47,47730,Female,0,86,27.74,1
57,53588,Male,0,155,14.36,1
24,42112,Female,1,191,11.84,1
49,91800,Male,0,169,56.44,1
36,53994,Male,0,53,55.95,1
23,66916,Male,1,81,31.35,1
37,85903,Female,0,261,9.58,1
44,29825,Female,0,102,35.49,1
54,31586,Female,0,79,53.86,1
24,78354,Male,0,173,46.68,1
22,60374,Male,1,153,26.19,1
28,45198,Male,1,235,2.96,1
32,70008,Male,0,195,9.96,1
20,66935,Female,0,56,27.03,1
22,47240,Male,0,283,58.02,1
40,73970,Male,0,146,29.78,1
54,45138,Male,1,153,58.44,1
26,87974,Male,0,273,21.75,1
32,65075,Female,0,202,20.1,1
20,115995,Female,0,299,44.63,1
46,37405,Female,0,278,5.16,1
23,55225,Male,0,291,13.0,1
34,93336,Female,0,270,43.96,1
43,43724,Female,0,257,8.27,1
38,70824,Male,0,283,8.46,1
25,20559,Male,1,234,13.53,1
38,43232,Female,0,140,5.66,1
28,46649,Male,0,264,45.98,1
55,65728,Female,0,269,32.91,1
25,94778,Female,1,151,48.41,1
59,63200,Female,1,192,12.41,1
41,61905,Female,0,187,39.38,1
52,49909,Female,0,169,43.17,1
31,41421,Female,0,192,18.71,1
31,95458,Male,0,225,10.71,1
27,74400,Male,0,233,56.87,1
29,61906,Male,1,218,14.11,1
55,110069,Female,0,36,7.03,1
51,15000,Male,0,97,48.14,1
58,95550,Female,0,279,49.42,1
27,30678,Male,0,92,15.87,1
34,73317,Female,0,183,55.06,1
34,94118,Male,1,40,51.37,1
20,25356,Male,0,161,29.42,1
48,100900,Male,1,214,25.88,1
18,66560,Male,0,281,4.14,1
29,49909,Male,0,223,27.07,1
56,75544,Male,1,280,34.72,1
21,83064,Female,0,35,1.31,1
59,129315,Male,0,72,25.11,1
30,65201,Female,1,233,36.71,1
51,91155,Female,0,129,12.29,1
59,73002,Female,0,252,33.83,1
38,78884,Male,0,232,31.71,1
39,63687,Male,1,120,4.76,1
21,51025,Female,0,197,48.95,1
35,79606,Male,0,76,31.31,1
22,45095,Male,0,158,23.74,1
36,19919,Male,0,166,7.97,1
19,72679,Male,1,101,37.79,1
29,49377,Male,0,115,35.62,1
34,62744,Male,0,38,42.33,1
27,28306,Male,0,153,7.49,1
51,93834,Female,0,36,18.98,1
23,15000,Male,0,201,34.8,1
25,80673,Female,0,154,59.32,1
28,83161,Male,1,112,49.96,1
29,74988,Female,1,33,12.76,1
26,95719,Male,1,99,22.0,1
19,40560,Male,1,267,10.55,1
25,119044,Male,0,46,31.25,1
28,47551,Male,1,103,12.82,1
53,86524,Female,1,259,15.23,1
27,115552,Male,0,103,35.36,1
38,64721,Male,0,43,11.19,1
37,51995,Male,0,238,32.37,1
25,89849,Male,1,245,1.7,1
53,55668,Male,0,156,33.53,1
46,48417,Female,0,231,40.29,1
59,87301,Female,0,197,3.23,1
29,88831,Female,0,156,9.77,1
31,69239,Male,0,135,33.27,1
38,71644,Male,1,211,6.58,1
39,74174,Female,0,60,11.29,1
38,65206,Female,1,30,54.08,1
47,63067,Male,0,276,17.38,1
56,36111,Male,0,61,28.18,1
37,51734,Female,0,251,51.23,1
41,69795,Male,1,249,41.12,1
40,122702,Female,1,164,3.01,1
24,41399,Male,1,61,6.22,1
26,57624,Female,1,115,18.8,1
18,37653,Male,0,91,31.55,1
43,18044,Male,0,158,43.94,1
55,104635,Female,0,268,31.03,1
55,83254,Male,0,45,35.62,1
39,103882,Female,0,180,58.61,1
27,22960,Female,0,75,11.17,1
23,85800,Female,1,180,51.5,1
34,123454,Female,0,248,50.23,1
55,93976,Male,1,258,22.6,1
41,84133,Female,1,137,52.18,1
27,50776,Female,0,239,36.51,1
25,106453,Female,1,226,33.92,1
38,53890,Male,0,264,12.28,1
23,82609,Male,0,292,12.26,1
38,44035,Male,0,251,22.86,1
56,67594,Female,0,196,20.19,1
41,94415,Male,0,45,53.93,1
50,92589,Male,0,264,3.88,1
35,70435,Male,1,277,19.5,1
45,123807,Female,0,221,21.77,1
49,64755,Male,1,82,17.33,1
29,98641,Male,0,138,1.78,1
59,55937,Male,0,294,29.68,1
44,38882,Female,0,142,19.11,1
27,65014,Male,1,43,32.59,1
59,27975,Male,0,41,33.96,1
49,78025,Male,1,89,48.16,1
59,72672,Male,1,270,12.65,1
43,85422,Male,1,216,45.13,1
42,69650,Male,0,165,12.49,1
28,62542,Female,1,298,34.76,1
40,71904,Male,0,188,13.93,1
51,98250,Male,0,260,22.34,1
57,95632,Male,0,60,54.24,1
40,101956,Female,1,211,14.72,1
46,15000,Male,1,210,50.17,1
48,96745,Female,0,256,13.39,1
24,87428,Female,0,96,18.26,1
57,121169,Male,0,292,53.95,1
50,56860,Male,0,85,47.06,1
38,62443,Male,0,298,6.6,1
19,76629,Female,0,137,15.87,1
35,15000,Female,1,147,44.97,1
50,15000,Female,1,212,23.93,1
54,77831,Female,0,113,49.23,1
51,41025,Male,0,40,10.04,1
37,36541,Male,0,179,33.51,1
52,83545,Female,0,242,24.58,1
35,30308,Female,0,172,15.85,1
41,87448,Female,1,209,2.2,1
25,48341,Male,0,159,4.22,1
47,47300,Female,0,210,10.6,1
27,79004,Female,0,292,52.97,1
40,39071,Female,0,47,20.53,1
28,113321,Male,1,63,15.17,1
19,67367,Female,0,114,58.49,1
43,69555,Female,0,264,38.21,1
53,85812,Male,1,271,53.79,1
50,96774,Female,1,38,49.5,1
30,56904,Male,0,232,31.78,1
57,87302,Female,1,116,37.03,1
42,88792,Female,0,120,26.49,1
21,106680,Female,0,290,50.14,1
59,58277,Male,0,81,30.56,1
36,88806,Female,1,113,56.75,1
35,84271,Male,0,88,39.39,1
54,80672,Male,0,52,57.77,1
47,15000,Female,0,290,58.78,1
36,101427,Female,1,53,16.27,1
40,95987,Male,0,58,13.63,1
33,86499,Female,0,264,1.42,1
18,54775,Male,0,32,48.9,1
29,111194,Female,0,139,34.73,1
41,68551,Male,0,224,30.63,1
51,82162,Male,0,125,32.28,1
25,41370,Male,1,41,6.19,1
35,62157,Male,0,195,33.83,1
22,71689,Male,1,228,48.52,1
43,47978,Female,0,265,35.08,1
47,53510,Male,1,171,6.72,1
30,83397,Male,0,204,2.51,1
36,96146,Female,0,224,3.74,1
46,33585,Male,0,88,10.68,1
20,127403,Male,0,47,56.72,1
43,48373,Male,1,100,43.81,1
57,44116,Female,0,289,6.76,1
29,108264,Female,0,111,3.41,1
19,87234,Male,1,246,47.11,1
28,94295,Female,1,40,22.42,1
45,48888,Male,1,41,58.91,1
35,81296,Female,0,267,46.5,1
30,133906,Female,0,194,26.44,1
54,48664,Female,0,235,2.4,1
39,88294,Female,0,250,10.95,1
29,50640,Female,1,132,46.62,1
19,43886,Female,0,219,44.71,1
54,63792,Female,0,295,14.51,1
24,69233,Female,1,216,23.95,1
43,65776,Male,1,75,27.77,1
43,68198,Male,1,41,24.39,1
41,125041,Female,1,95,14.01,1
29,112694,Male,0,195,5.59,1
33,74366,Female,0,178,59.68,1
40,72391,Male,0,100,22.82,1
57,106292,Male,1,116,22.79,1
26,88388,Male,0,181,57.12,1
49,76660,Female,1,198,26.1,1
32,126162,Male,1,203,3.19,1
54,48432,Male,0,116,44.37,1
30,69671,Female,1,71,26.19,1
22,66571,Male,0,62,7.55,1
28,81716,Female,0,235,44.41,1
27,43577,Female,1,164,6.03,1
30,81796,Female,0,37,10.92,1
58,63183,Female,1,222,41.13,1
32,95909,Female,1,258,23.85,1
59,62189,Male,0,43,21.36,1
24,55713,Female,0,70,40.55,1
57,87268,Male,1,31,37.73,1
45,72817,Female,0,224,34.35,1
49,63522,Male,0,145,14.75,1
52,65092,Female,0,293,4.78,1
32,57934,Male,0,252,3.79,1
53,121535,Female,0,86,38.47,1
38,83730,Male,0,79,22.28,1
23,89202,Male,0,210,46.13,1
18,83039,Female,0,40,27.98,1
21,77048,Male,0,103,24.33,1
28,59524,Male,0,213,52.86,1
43,52718,Male,1,117,21.27,1
54,59412,Female,0,236,51.44,1
40,86511,Male,0,208,51.29,1
46,59191,Male,1,275,13.09,1
38,102382,Female,0,126,24.62,1
44,112361,Male,0,67,29.36,1
56,26754,Male,1,48,49.52,1
57,110057,Female,0,106,7.06,1
30,42266,Female,1,176,20.65,1
40,63454,Male,1,66,12.73,1
33,73745,Male,0,153,40.63,1
47,17891,Female,1,70,16.85,1
21,52845,Male,0,287,2.66,1
57,74245,Female,0,66,7.7,1
33,39477,Female,1,280,55.19,1
48,38411,Female,0,102,58.97,1
59,116377,Female,0,43,2.31,1
42,73327,Male,0,238,14.06,1
29,95282,Male,0,159,22.69,1
43,118232,Male,0,283,16.1,1
54,90333,Female,1,208,7.01,1
50,57491,Female,0,98,19.8,1
45,55141,Male,1,227,35.0,1
26,83398,Male,1,146,14.94,1
29,87398,Male,0,241,15.21,1
22,76637,Male,0,167,5.24,1
45,89254,Female,0,215,46.94,1
52,67080,Female,1,222,26.36,1
22,70357,Male,1,158,48.86,1
51,59476,Male,1,164,38.36,1
51,48359,Male,1,251,50.1,1
30,47823,Male,1,176,17.3,1
56,60801,Female,1,190,29.87,1
59,88424,Male,1,43,42.91,1
31,70873,Male,0,202,17.53,1
28,59508,Female,0,244,13.79,1
59,63526,Female,0,54,53.88,1
55,24635,Female,0,66,24.5,1
21,56713,Female,0,293,26.89,1
50,88999,Male,0,58,21.92,1
24,41116,Female,1,151,44.68,1
58,30910,Female,0,235,12.58,1
25,39322,Male,0,195,20.95,1
54,57677,Female,1,280,57.26,1
27,68426,Male,0,219,57.73,1
32,75800,Male,0,290,31.97,1
55,87619,Female,0,167,8.54,1
32,63891,Female,1,138,5.2,1
22,88228,Female,0,168,51.19,1
46,40143,Male,1,143,32.97,1
36,100047,Male,0,138,18.66,1
27,78980,Male,0,104,56.19,1
29,19825,Female,0,246,12.63,1
21,72689,Male,0,247,7.77,1
48,127935,Female,0,73,32.6,1
35,121260,Male,0,73,6.19,1
33,69549,Male,1,58,51.83,1
57,84937,Male,0,273,45.78,1
53,42218,Female,0,120,16.78,1
42,38049,Female,0,175,6.1,1
40,65271,Female,0,215,14.23,1
29,57811,Male,0,141,18.64,1
51,73710,Female,1,185,21.38,1
53,85724,Female,1,185,9.45,1
54,84793,Male,0,33,4.17,1
20,95501,Female,0,180,5.58,1
26,82675,Female,0,280,17.42,1
35,98205,Male,0,246,52.86,1
52,95721,Male,0,194,26.86,1
51,65196,Female,0,89,14.86,1
58,18836,Male,1,161,28.81,1
31,39468,Female,1,71,6.89,1
21,84727,Male,0,293,21.31,1
46,74182,Male,0,103,58.19,1
58,121081,Female,0,242,8.63,1
32,30605,Female,0,244,7.53,1
45,92296,Male,1,205,18.57,1
59,69582,Female,1,137,21.86,1
33,49863,Female,1,156,41.27,1
29,114261,Female,0,86,4.75,1
22,42653,Male,1,72,30.78,1
51,78499,Female,0,119,41.51,1
59,101233,Male,1,40,21.93,1
18,49098,Female,0,224,14.9,1
56,24123,Male,0,32,47.78,1
49,85411,Male,1,60,35.31,1
43,98481,Male,1,79,14.49,1
34,57339,Male,1,81,8.01,1
44,30571,Female,0,240,39.7,1
41,76170,Male,0,229,35.74,1
52,62643,Female,0,183,20.57,1
59,23457,Male,0,43,37.09,1
56,84490,Male,0,96,11.33,1
43,52138,Male,1,98,42.04,1
55,85302,Male,0,108,52.39,1
40,127504,Male,0,145,48.42,1
39,69204,Male,0,148,18.89,1
21,72093,Female,0,266,11.66,1
26,72989,Male,0,115,25.33,1
21,67442,Female,1,241,16.15,1
24,40867,Male,0,289,17.48,1
40,77737,Female,0,282,8.16,1
19,55870,Female,0,59,55.11,1
41,58807,Female,1,187,48.27,1
57,51625,Male,0,70,47.58,1
48,81375,Female,1,283,42.36,1
48,50441,Female,1,225,27.49,1
57,79539,Male,1,257,7.75,1
51,82350,Female,0,177,5.0,1
41,71571,Female,1,242,4.04,1
43,34790,Female,0,101,49.97,1
33,54887,Male,0,186,25.86,1
30,67852,Female,0,299,24.78,1
32,37064,Female,1,251,8.0,1
44,77828,Female,0,250,21.33,1
21,105888,Male,0,67,54.93,1
33,82627,Female,0,158,50.6,1
47,39114,Female,1,98,4.72,1
47,130688,Male,1,171,59.99,1
53,56930,Female,0,98,56.47,1
20,76304,Female,1,54,48.35,1
39,52998,Female,0,100,54.94,1
39,75259,Female,1,42,19.05,1
29,104507,Male,0,100,28.44,1
38,43224,Male,0,260,39.65,1
21,58265,Female,0,279,29.22,1
48,74144,Male,0,135,2.57,1
48,26841,Female,0,69,28.99,1
40,90585,Male,0,232,45.65,1
37,51893,Male,0,153,25.82,1
32,71229,Male,1,136,58.76,1
40,42421,Male,0,92,42.02,1
45,41481,Female,0,227,1.12,1
33,69681,Male,0,158,41.82,1
54,108940,Male,0,250,53.45,1
38,46104,Male,0,237,37.24,1
32,92860,Male,0,183,38.5,1
34,102756,Male,0,194,2.61,1
54,94423,Female,0,279,29.81,1
30,65718,Male,1,218,25.2,1
36,75915,Male,0,254,39.27,1
47,108230,Female,1,229,2.32,1
35,93741,Female,0,46,42.73,1
31,70525,Female,1,135,54.61,1
53,40684,Male,0,84,40.01,1
53,115906,Male,0,162,2.14,1
37,72939,Male,1,161,34.79,1
36,56339,Male,0,152,59.21,1
24,83186,Female,0,36,23.99,1
21,17344,Female,0,131,33.35,1
51,87351,Male,0,58,42.62,1
19,85220,Male,1,167,29.82,1
22,78771,Male,1,239,37.43,1
27,93485,Male,0,224,24.91,1
49,77034,Female,0,250,18.61,1
59,84968,Male,0,270,56.25,1
58,87038,Male,0,98,5.13,1
30,96081,Female,0,179,43.16,1
56,61804,Male,0,209,56.69,1
22,80997,Male,0,113,32.29,1
27,58484,Male,0,38,14.01,1
27,77817,Male,1,130,15.76,1
55,69537,Female,0,215,4.79,1
44,47470,Female,0,199,5.8,1
38,84095,Male,0,143,36.53,1
25,25556,Male,0,60,9.16,1
18,42595,Female,0,211,58.06,1
45,87813,Female,0,108,53.52,1
56,53353,Female,0,170,29.13,1
31,83265,Male,1,241,24.13,1
38,127403,Female,1,255,54.95,1
47,17809,Female,0,259,49.51,1
38,77267,Female,0,161,35.41,1
26,116194,Female,0,183,38.28,1
34,76243,Male,0,209,39.65,1
22,70167,Female,0,129,12.05,1
48,59974,Female,0,182,40.53,1
57,50156,Male,1,190,31.17,1
55,18300,Male,0,259,20.53,1
36,58100,Male,0,259,29.93,1
53,71479,Female,0,282,35.7,1
50,73791,Female,0,77,25.28,1
30,93235,Female,0,137,22.2,1
31,91869,Female,0,166,22.84,1
50,75507,Female,0,93,37.28,1
46,78203,Male,0,34,42.48,1
53,68541,Female,0,229,25.36,1
27,51116,Female,1,71,59.06,1
48,93431,Male,0,298,56.13,1
23,65972,Female,1,180,24.74,1
18,76623,Male,0,178,45.52,1
24,134616,Male,0,256,34.4,1
44,92799,Male,0,128,43.31,1
38,64880,Female,0,251,20.23,1
45,31913,Male,0,32,45.7,1
33,97756,Male,1,260,15.33,1
40,15000,Female,1,216,7.98,1
37,59457,Male,0,138,1.23,1
55,22986,Female,0,218,6.03,1
42,57810,Female,1,162,42.9,1
45,57492,Male,0,60,41.23,1
22,73714,Female,0,240,26.54,1
38,64813,Female,0,110,26.63,1
35,93672,Male,0,198,38.16,1
23,86007,Male,1,186,42.09,1
46,90985,Male,0,54,28.79,1
36,34720,Male,0,225,42.78,1
50,66704,Female,0,102,1.71,1
18,85669,Male,0,160,53.57,1
20,72175,Female,0,257,3.56,1
59,55339,Female,0,112,26.88,1
38,51118,Male,1,131,7.48,1
52,116264,Female,0,84,3.13,1
58,81771,Male,1,53,53.14,1
57,17338,Male,1,64,48.4,1
20,38736,Male,1,256,37.4,1
42,17595,Male,0,42,21.14,1
55,35212,Male,0,128,32.43,1
37,40584,Male,1,119,53.52,1
51,100458,Female,0,172,13.65,1
38,83337,Female,0,299,47.86,1
40,48743,Female,1,60,13.25,1
23,50185,Male,0,218,50.74,1
30,54854,Male,0,169,54.26,1
40,47632,Male,0,96,32.98,1
26,62921,Male,1,169,50.82,1
34,49155,Male,0,217,44.22,1
19,63945,Female,0,114,58.97,1
36,37137,Female,0,251,11.12,1
36,68324,Female,0,255,28.0,1
24,75519,Male,0,287,15.04,1
59,44185,Male,1,151,39.1,1
59,52228,Male,1,131,29.74,1
37,65270,Male,1,192,31.9,1
26,91646,Male,0,224,18.91,1
34,98458,Male,0,258,42.3,1
44,67451,Female,0,222,30.46,1
19,77091,Female,0,252,3.9,1
53,66349,Female,0,143,54.47,1
36,100458,Male,0,216,13.41,1
34,111663,Male,0,293,47.53,1
22,90293,Male,0,103,52.11,1
56,80889,Male,1,171,23.23,1
35,81059,Female,1,265,55.09,1
24,73321,Female,1,250,48.96,1
34,50959,Female,0,197,46.1,1
56,56698,Female,0,234,47.02,1
53,76299,Male,0,203,26.88,1
57,57300,Female,0,260,23.59,1
21,36161,Female,0,210,27.47,1
55,64972,Female,0,148,43.26,1
42,29802,Female,0,283,15.4,1
22,117562,Female,0,169,31.27,1
47,55838,Female,0,240,28.52,1
29,69291,Male,1,45,28.38,1
21,99822,Male,1,143,37.18,1
41,131587,Female,0,215,59.6,1
46,65185,Male,0,124,57.03,1
26,50127,Male,1,239,54.48,1
21,86132,Male,0,210,9.66,1
41,68968,Female,0,69,35.75,1
31,66516,Male,0,106,31.85,1
22,74790,Female,0,105,52.54,1
35,80999,Female,0,289,42.4,1
59,120548,Male,0,130,52.21,1
36,36519,Male,0,238,10.02,1
29,118329,Male,0,118,48.54,1
35,64558,Female,0,204,55.64,1
34,92413,Female,0,190,32.4,1
47,73796,Male,0,296,42.19,1
41,70557,Male,1,150,52.44,1
28,74873,Male,0,131,22.67,1
52,50180,Female,0,124,22.12,1
40,110112,Male,0,182,43.32,1
34,84069,Female,0,100,42.12,1
18,79602,Female,0,278,24.77,1
32,62264,Female,0,276,13.71,1
49,35385,Female,0,149,26.79,1
26,87010,Male,0,167,16.56,1
32,88460,Female,0,57,34.51,1
45,84866,Female,1,80,29.3,1
41,72286,Female,0,252,23.4,1
52,64434,Female,0,81,57.13,1
39,100912,Female,0,41,22.78,1
44,81803,Male,0,89,24.99,1
36,77056,Female,0,239,49.61,1
29,33401,Female,0,93,44.36,1
37,24172,Male,0,155,55.61,1
18,128117,Female,1,57,31.34,1
38,90694,Female,0,48,57.77,1
18,102418,Female,0,115,3.47,1
27,29525,Male,1,56,13.52,1
49,94825,Male,0,126,5.91,1
56,62898,Male,0,74,8.7,1
39,72784,Female,0,178,56.81,1
35,83508,Female,0,145,40.18,1
49,74498,Male,1,90,7.2,1
44,74352,Female,0,213,32.4,1
45,47959,Male,0,253,57.42,1
35,85297,Female,0,225,36.26,1
56,47719,Female,1,226,34.77,1
46,49364,Male,0,271,24.37,1
35,72593,Male,0,214,42.9,1
25,38464,Female,0,261,45.98,1
48,99389,Female,0,59,2.21,1
51,99528,Female,0,258,32.74,1
24,59364,Female,0,41,59.59,1
53,63728,Female,0,158,26.96,1
35,70890,Female,1,135,5.69,1
55,20801,Male,0,129,58.76,1
26,33209,Male,0,124,26.25,1
26,88032,Female,0,118,15.97,1
25,79742,Male,1,96,18.44,1
52,60962,Male,0,250,17.64,1
35,59077,Female,0,111,47.33,1
22,87766,Female,1,285,8.78,1
31,22921,Male,0,257,13.29,1
45,117030,Male,0,276,42.22,1
47,93048,Female,1,54,51.44,1
21,60014,Male,0,292,13.15,1
56,79547,Male,0,254,55.22,1
37,104497,Male,1,281,16.6,1
42,43814,Female,1,55,34.39,1
45,102100,Male,0,76,26.32,1
29,69638,Male,0,221,50.26,1
19,87039,Male,0,173,48.9,1
31,91918,Male,1,212,55.33,1
39,74163,Female,0,224,28.13,1
48,97332,Male,0,49,31.1,1
40,59398,Male,0,58,17.79,1
37,69416,Female,0,55,49.11,1
55,50723,Male,0,257,41.25,1
21,52728,Male,0,47,42.31,1
32,74776,Male,1,133,5.89,1
41,91241,Female,0,156,50.85,1
42,37823,Male,0,38,50.09,1
18,79814,Female,0,115,40.42,1
24,99333,Female,0,282,3.6,1
48,102982,Female,0,157,49.55,1
29,67126,Female,0,56,45.95,1
59,43670,Female,0,126,6.84,1
22,86730,Male,0,38,32.52,1
59,81098,Male,0,275,2.46,1
55,69968,Male,0,55,44.53,1
29,62854,Female,0,105,45.16,1
56,78416,Male,1,158,3.11,1
35,80514,Female,0,221,53.54,1
19,59747,Female,0,111,48.16,1
27,64550,Male,0,204,59.81,1
32,35246,Male,0,206,5.09,1
47,77703,Female,0,142,52.14,1
34,80365,Female,1,115,54.55,1
21,39263,Female,0,125,29.89,1
24,67344,Female,1,34,19.16,1
58,56907,Male,1,70,22.16,1
48,98527,Male,0,173,30.08,1
56,38315,Male,0,59,13.75,1
51,97992,Female,0,154,48.91,1
23,101796,Female,0,270,7.93,1
55,15000,Female,0,92,4.41,1
51,86052,Female,1,261,28.05,1
32,82666,Female,1,241,11.43,1
31,31930,Male,1,155,27.32,1
23,61949,Male,0,155,31.6,1
54,59121,Male,0,39,49.37,1
49,46339,Female,0,219,56.82,1
20,54075,Male,1,137,15.33,1
20,91262,Female,0,250,36.89,1
39,72108,Male,0,269,18.62,1
39,55159,Female,0,136,29.35,1
27,41297,Female,0,39,58.7,1
20,91018,Male,1,127,5.19,1
29,112337,Male,0,189,49.53,1
46,64529,Female,0,109,13.86,1
34,67711,Female,0,276,16.29,1
24,133830,Male,0,139,33.53,1
30,90970,Female,0,245,20.49,1
19,97569,Female,0,103,22.88,1
21,55655,Male,1,287,31.8,1
27,48844,Female,1,281,25.48,1
56,102168,Female,1,126,41.31,1
41,81428,Male,1,219,30.19,1
34,74793,Female,1,121,59.35,1
23,80451,Male,0,123,7.4,1
36,113120,Female,0,219,47.51,1
22,51638,Female,0,155,38.6,1
49,73961,Female,0,237,51.9,1
27,52945,Female,1,166,16.29,1
26,76951,Female,0,82,23.2,1
44,90030,Male,1,259,57.58,1
30,77888,Female,0,155,30.13,1
36,113327,Female,1,156,46.03,1
38,57124,Female,1,125,13.09,1
41,83670,Male,0,153,5.69,1
55,101942,Male,0,207,34.4,1
21,60547,Female,1,293,37.06,1
41,58317,Female,0,201,49.04,1
52,66182,Female,1,276,9.71,1
20,33838,Female,1,66,40.48,1
21,98398,Male,1,35,20.25,1
54,74025,Female,1,130,48.02,1
57,27784,Male,0,280,2.94,1
52,59340,Female,1,276,30.49,1
48,102790,Female,0,227,35.41,1
42,61792,Male,0,170,2.73,1
57,109224,Female,1,37,40.16,1
30,63177,Male,0,182,6.45,1
21,33793,Female,1,209,20.71,1
31,17020,Female,0,255,16.83,1
30,122475,Male,1,214,8.02,1
44,49472,Male,0,72,54.95,1
23,55288,Male,0,41,36.1,1
34,67171,Male,0,85,2.21,1
53,76243,Female,0,62,48.07,1
57,45211,Female,0,114,19.35,1
52,101956,Female,0,151,6.87,1
34,77687,Female,0,104,30.43,1
58,100675,Male,1,221,46.79,1
19,20405,Male,1,150,56.43,1
30,82197,Male,0,85,50.66,1
19,80067,Female,1,293,35.31,1
45,69273,Male,0,157,15.06,1
43,56909,Female,1,208,11.2,1
39,32789,Female,1,35,44.26,1
20,35798,Male,0,66,46.76,1
52,102475,Female,1,88,4.25,1
29,79384,Male,1,56,8.64,1
41,64994,Male,0,62,5.36,1
22,63513,Male,0,248,20.29,1
37,95531,Male,0,188,31.29,1
56,94481,Female,0,143,14.67,1
56,49599,Male,0,48,18.13,1
30,33961,Female,1,113,37.1,1
58,79259,Female,1,283,15.5,1
29,100829,Female,1,247,35.24,1
30,87253,Male,0,103,1.56,1
27,111501,Male,0,217,3.57,1
50,65722,Male,0,54,25.67,1
57,77123,Male,0,149,47.89,1
33,68590,Male,0,284,5.59,1
52,89058,Male,1,68,26.73,1
20,52152,Female,0,73,3.46,1
22,74857,Male,1,195,53.29,1
43,111182,Male,1,265,22.85,1
28,51773,Female,0,256,21.18,1
24,19709,Female,0,229,37.42,1
27,83130,Female,1,109,14.28,1
59,126020,Female,0,182,56.78,1
51,52997,Female,1,239,43.03,1
20,101917,Female,1,183,3.57,1
25,70349,Male,0,209,46.94,1
48,45440,Female,0,229,49.92,1
28,87215,Female,1,148,32.7,1
24,34430,Female,1,84,46.12,1
19,108031,Male,1,41,14.0,1
23,72772,Female,1,228,30.58,1
58,27339,Male,0,238,8.65,1
49,116349,Female,0,132,57.54,1
37,91434,Male,0,88,2.13,1
51,77901,Female,0,122,9.41,1
33,92206,Male,0,229,22.99,1
42,15000,Female,1,63,32.03,1
29,54387,Male,0,95,36.21,1
24,132726,Female,0,180,5.69,1
56,73240,Female,0,190,8.56,1
34,53986,Female,0,65,23.69,1
28,74222,Male,0,204,21.93,1
23,42537,Female,0,199,41.8,1
40,109439,Male,0,81,38.22,1
44,58839,Female,0,133,56.27,1
23,30534,Female,1,144,46.59,1
55,74254,Female,0,82,42.69,1
19,94935,Female,0,146,5.01,1
39,87379,Male,1,37,25.61,1
37,35039,Male,0,189,35.21,1
42,46277,Female,0,222,33.98,1
32,16806,Male,1,286,4.59,1
46,87841,Male,0,82,29.1,1
25,81752,Female,1,292,53.85,1
54,84148,Female,0,209,51.79,1
50,59123,Male,0,160,50.14,1
39,22440,Female,0,76,5.12,1
22,50018,Male,0,73,36.89,1
56,97728,Male,0,244,22.61,1
35,79288,Female,0,280,14.55,1
55,26780,Female,0,255,59.11,1
54,63165,Female,0,295,36.44,1
47,84150,Female,1,66,19.76,1
48,67482,Female,1,45,28.61,1
27,34531,Female,1,185,29.09,1
32,57845,Male,0,181,29.18,1
59,51720,Female,0,285,42.97,1
35,70838,Male,1,164,32.97,1
40,77027,Female,0,218,23.17,1
50,53606,Female,1,146,33.2,1
33,86150,Female,0,241,49.97,1
55,110859,Female,1,272,16.98,1
52,147879,Male,0,38,44.01,1
51,46708,Male,0,93,2.39,1
45,71874,Male,1,284,28.76,1
19,24659,Male,0,78,47.46,1
47,58071,Female,1,264,9.1,1
30,101969,Female,0,258,59.86,1
58,15000,Female,1,206,22.69,1
33,59570,Male,0,198,55.05,1
22,69112,Female,0,84,26.95,1
45,30933,Female,1,62,37.31,1
56,79410,Male,1,193,58.05,1
37,76353,Male,1,160,43.53,1
41,54700,Male,0,69,1.59,1
44,86219,Male,1,83,13.06,1
47,49241,Female,0,150,18.24,1
44,81395,Male,0,256,36.8,1
43,70101,Male,0,62,53.74,1
24,75865,Male,0,243,14.33,1
59,63882,Female,0,279,31.89,1
55,36300,Male,0,236,55.73,1
22,35051,Female,0,39,30.12,0
40,50751,Female,0,155,37.08,1
45,56364,Female,1,174,34.06,1
51,76803,Female,0,247,3.85,1
32,69193,Female,0,241,43.44,1
49,58557,Female,1,148,3.76,1
43,19990,Male,0,70,22.23,1
48,52611,Male,1,279,31.79,1
36,41016,Male,1,65,43.42,1
26,113633,Male,0,134,29.4,1
46,71836,Female,1,206,42.57,1
56,109139,Female,1,264,56.2,1
21,71925,Male,0,98,10.44,1
20,116626,Female,0,126,44.7,1
46,77886,Male,0,272,45.71,1
28,78840,Male,0,273,37.46,1
50,118678,Female,0,138,24.08,1
55,52218,Female,0,226,51.12,1
28,53374,Female,0,56,14.72,1
44,73121,Male,0,298,17.66,1
50,142941,Female,1,212,49.6,1
38,60566,Male,1,100,19.41,1
56,77720,Male,1,92,22.77,1
48,92591,Female,0,194,57.24,1
55,109974,Male,1,157,37.92,1
19,92428,Male,1,220,24.14,1
